name,street_address,city,state_abbr,zip,phone_no,status,expected_date,access,network,latitude,longitude,id_number,owner,fed_agency_type,fed_agency_name,open_date,ev_connector_types
City of Palm Springs - Village Green,233 S Palm Canyon Dr,Palm Springs,CA,92262,760-323-8214,E,,Public,,33.8205971,-116.5468204,52610,LG,,,8/6/13,J1772
Central Parking - 115 E 87th St- Station 2,115  W 87th St,New York,NY,10024,888-998-2546,E,,Public,GE WattStation,40.787599,-73.972115,72919,,,,,J1772
657A4,1700 North Westwood Blvd.  Bldg. 8,Poplar Bluff,MO,63901,888-758-4389,E,,Public,ChargePoint Network,36.7734344,-90.4161765,62137,,,,,J1772
Best Western Plus Tacoma Dome Hotel,2611 East E St,Tacoma,WA,98421,253-272-7737  877-798-3752,E,,Public,Tesla,47.2385956,-122.4269445,71774,P,,,12/1/15,TESLA J1772
FEL 9 (QR 2000248),21500 Oakwood Boulevard,Dearborn,MI,48121,888-998-2546,E,,Private,GE WattStation,42.30585515,-83.23872563,72991,,,,,J1772
Whitney Peak Hotel - Tesla,255 N Virginia St,Reno,NV,89501,775-398-5400  877-798-3752,E,,Public,Tesla,39.5279125,-119.8141443,72274,P,,,11/1/15,TESLA
KCP&L,10300 E Hwy 350 @ Walmart #1094,Raytown,MO,64138,888-758-4389,E,,Public,ChargePoint Network,38.9839149,-94.4612779,70609,,,,,J1772
City of St. Albans,15 Lake St,St. Albans,VT,5478,802-524-1500,E,,Public - Credit card at all times,,44.8108537,-73.0847299,64136,LG,,,11/1/14,J1772
Quaker Meeting House ,120 Pisgah Church Rd,Columbia,SC,29202,803-361-0761,E,,Public,,34.095159,-80.971492,63182,P,,,9/7/14,J1772
West-Herr Nissan,3580 Southwestern Blvd,Orchard Park,NY,14127,716-662-8008,E,,Private,,42.7848316,-78.7655188,44179,P,,,11/30/11,J1772
Naval Station Great Lakes,2415 Spaulding St,Great Lakes,IL,60088,,E,,Private - Government only,,42.3149736,-87.8512357,62675,FG,14,Department of Navy,6/30/14,
EVPASS,124 Dell Street,Syracuse,NY,13210,888-758-4389,E,,Public,ChargePoint Network,43.0415164,-76.1200141,41756,,,,,J1772
Hamilton Cellars - Tesla,55410 N Sunset Rd,Benton City,WA,99320,509-628-8227  877-798-3752,E,,Public,Tesla,46.2935062,-119.4518882,71782,P,,,11/1/15,TESLA
Vaden Nissan of Statesboro,686 Brannen St,Statesboro,GA,30458,912-681-4700,E,,Public - Call ahead,,32.423702,-81.791801,46486,P,,,1/31/12,J1772
City of Palm Springs - Accelerator Park,2901 E Alejo,Palm Springs,CA,92264,760-323-8214,E,,Public,,33.8303945,-116.5155206,52524,LG,,,3/7/13,J1772
Gwinnett Place Nissan,2555 Pleasant Hill Rd,Duluth,GA,30096,877-455-3833,E,,Public - Card key at all times,eVgo Network,33.9679451,-84.14614868,69581,,,,,CHADEMO
Chandler Fashion Center DCFC,3155 W. Chandler Blvd,Chandler,AZ,85226,877-455-3833,E,,Public - Card key at all times,eVgo Network,33.29965973,-111.8979187,72056,,,,,J1772COMBO
MTA,7012 Muirkirk Rd,Beltsville,MD,20705,888-758-4389,E,,Public,ChargePoint Network,39.062138,-76.884533,68815,,,,,J1772
Niner Wine Estates - Tesla,2400 CA 46 W,Paso Robles,CA,93446,805-239-2233  877-798-3752,E,,Public,Tesla,35.5705018,-120.7418851,74947,P,,,4/1/16,TESLA
JNS,1600 IL-50,Bourbonnais,IL,60914,888-758-4389,E,,Public,ChargePoint Network,41.1743977,-87.8474371,63134,,,,,J1772
Miami Dade County Fleet,201 NW 1st St,Miami,FL,33128,,E,,Private - Government only,,25.775185,-80.1980729,43615,LG,,,3/1/12,J1772
Nissan of Valencia,24111 Creekside Rd,Valencia,CA,91355,661-255-2020,E,,Private,,34.420859,-118.557603,48065,P,,,3/15/11,J1772
CNTYOFRIVERSIDE,83010 CA-111,Indio,CA,92201,888-758-4389,E,,Public,ChargePoint Network,33.715151,-116.216594,65338,,,,,J1772
AISD PAC,Mueller Blvd,Austin,TX,78723,888-758-4389,E,,Public,ChargePoint Network,30.3054541,-97.702666,66492,,,,,J1772
CARCHARGING,Farm to Market 685,Pflugerville,TX,78660,888-758-4389,E,,Public,ChargePoint Network,30.4549274,-97.6021957,47403,,,,,J1772
Eugene - Amtrak Depot,433 Willamette St.,Eugene,OR,97401,888-998-2546,E,,Public,Blink Network,44.055378,-123.091875,49523,,,,,J1772
I-5 Gee Creek NB Rest Area,"Interstate 5, Milepost 11 South",Ridgefield,WA,98642,888-833-2148,E,,Public,AeroVironment Network,45.77671,-122.669,65870,,,,,J1772
Shelby Nature Park,1900 Davidson Street,Nashville,TN,37206,888-998-2546,E,,Public,Blink Network,36.1650491,-86.7335514,49474,,,,,J1772
DD - Bartow,1202 N. Broadway Ave,Bartow,FL,33830,877-455-3833,E,,Public - Card key at all times,eVgo Network,27.90667725,-81.84296417,74341,,,,,J1772COMBO
Atlantic County Utilities Authority,6700 Delilah Rd,Egg Harbor Township,NJ,8234,609-272-6950,E,,Public,,39.417467,-74.53968,48406,P,,,4/1/12,J1772 NEMA520
FRED MEYER - #172 Kent,10201 SE 240th St,Kent,WA,98030,888-998-2546,E,,Public,Blink Network,47.386392,-122.205393,45176,,,,,J1772
Watsonville,330 Main Street,Watsonville,CA,95076,888-998-2546,E,,Public,Blink Network,36.90977454,-121.7563988,48842,,,,,J1772
Victorian Inn and VI Restaurant,400 Ocean Ave,Ferndale,CA,95536,707-786-4949  877-798-3752,E,,Public - Call ahead,Tesla,40.575434,-124.264839,63181,P,,,9/1/14,J1772 TESLA
Pinnacle Nissan,7601 E Frank Lloyd Wright Blvd,Scottsdale,AZ,85260,480-998-9800,E,,Public - Call ahead,Greenlots,33.634505,-111.915838,39862,P,,,3/15/11,J1772 CHADEMO
Antigone Books,411 N. 4th Ave,Tucson,AZ,85705,888-998-2546,E,,Public,Blink Network,32.226711,-110.965666,47502,,,,,J1772
CITYOFSANRAFAEL,900-948 Cijos St,San Rafael,CA,94901,888-758-4389,E,,Public,ChargePoint Network,37.9719973,-122.5250093,58334,,,,,J1772
BRCHARGE,226 N Michigan Ave,Big Rapids,MI,49307,888-758-4389,E,,Public,ChargePoint Network,43.699595,-85.4818223,64462,,,,,J1772
JONES LANG LA.,60 John Wesley Dobbs Ave NE,Atlanta,GA,30303,888-758-4389,E,,Public,ChargePoint Network,33.7574518,-84.385947,57814,,,,,NEMA520 J1772
HP PALO ALTO,3000 Hanover St,Palo Alto,CA,94304,888-758-4389,E,,Public,ChargePoint Network,37.4145617,-122.1462887,1593,,,,,J1772
George Bush Airport (IAH) Terminal Garage C - 4th Floor,"2800 N Terminal Rd, Terminal C",Houston,TX,77032,888-998-2546,E,,Private,Blink Network,29.987892,-95.3484879,53584,,,,,J1772
Bowling Green State University - Parking lot E,Pike St and Thurstin Ave,Bowling Green,OH,43403,419-372-2531,E,,Public,,41.37716,-83.6444,49044,P,,,7/15/12,J1772
MGE,1101 Nichols Road,Monona,WI,53716,888-758-4389,E,,Public,ChargePoint Network,43.0636984,-89.3404567,64710,,,,,J1772
FCC/EVB 1 (QR : 2000333),"1201 Village Rd, Fuel Cell Center",Dearborn,MI,48126,888-998-2546,E,,Private,GE WattStation,42.30115808,-83.23105924,73974,,,,,J1772
Olney Village Center,18101 Village Center Dr.,Olney,MD,20832,877-455-3833,E,,Public - Card key at all times,eVgo Network,39.15317154,-77.06466675,69451,,,,,CHADEMO
AUTOMASTER BMW,3328 Shelburne Rd,Shelburne,VT,5482,888-758-4389,E,,Public,ChargePoint Network,44.4083294,-73.2184588,58295,,,,,J1772
CARCHARGING,204 E 80th St,New York,NY,10075,888-758-4389,E,,Public,ChargePoint Network,40.7744361,-73.9563537,53125,,,,,J1772
Walmart Neighborhood Market- Huntington Beach,21190 Beach Blvd  CA 92648,Huntington Beach,CA,92648,877-455-3833,E,,Public - Card key at all times,eVgo Network,33.65485001,-117.9880219,70808,,,,,J1772
COUNTY OF MARIN,1600 Los Gamos Dr,San Rafael,CA,94903,888-758-4389,E,,Public,ChargePoint Network,38.0207475,-122.5418581,74566,,,,,J1772
Taylor Buick-Nissan,2480 N Memorial Dr,Lancaster,OH,43130,866-213-3970,E,,Private,,39.7411552,-82.6364186,73845,P,,,2/1/16,J1772
Providence - Portland Medical Center - Glisan Parking Garage East,4805 NE Glisan St,Portland,OR,97213,888-998-2546,E,,Public,Blink Network,45.527677,-122.611475,55362,,,,,J1772
Stanford Inn by the Sea,44850 Comptche Ukiah Rd,Mendocino,CA,95460,707-937-5615  877-798-3752,E,,Public - Call ahead,Tesla,39.299734,-123.79072,51710,P,,,4/1/13,J1772 TESLA
Niles District Library,620 E Main St,Niles,MI,49120,269-683-0075,E,,Public,,41.829209,-86.25175,70665,P,,,8/1/15,J1772
Brea Mall,150 Brea Mall Way,Brea,CA,92821,877-455-3833,E,,Public - Card key at all times,eVgo Network,33.91442871,-117.886467,69354,,,,,CHADEMO J1772COMBO
Tesla Burbank,811 S San Fernando Blvd,Burbank,CA,91502,818-480-9217  877-798-3752,E,,Public,Tesla,34.174826,-118.301286,71828,P,,,11/1/15,TESLA
Elk Cove Vineyards,27751 NW Olson Rd,Gaston,OR,97119,503-985-7760,E,,Public,,45.4152149,-123.1852316,54075,P,,,12/30/13,J1772
Charlie's Nissan,465 Western Ave,Augusta,ME,4330,207-622-7327,E,,Private,,44.3199627,-69.8224295,49814,P,,,10/25/12,J1772
"CHARLOTTE, NC",1428 south boulevard,Charlotte,NC,28203,888-758-4389,E,,Public,ChargePoint Network,35.2137604,-80.8565521,73525,,,,,J1772
The Boat Works,2251 Townsgate Rd,Westlake Village ,CA,91361,805-374-9455,E,,Private,,34.161654,-118.836538,70677,P,,,5/21/12,J1772
North Fork Mountain Inn,235 Canyon View Ln,Cabins,WV,26855,304-257-1108  877-798-3752,E,,Public,Tesla,38.9035488,-79.2661629,68272,P,,,5/1/15,TESLA J1772
BMW ONTARIO,1301 Auto Center Dr,Ontario,CA,91761,888-758-4389,E,,Public,ChargePoint Network,34.0495347,-117.5444112,60633,,,,,J1772
Toyota of Santa Maria,700 E Betteravia Rd,Santa Maria,CA,93455,805-928-3881,E,,Public - Call ahead,,34.9203871,-120.4435952,53921,P,,,11/1/13,J1772
City of Lansing - North Grand Ramp,201 N Grand Ave,Lansing,MI,48933,517-243-1687,E,,Public,,42.735233,-84.551175,67317,LG,,,9/23/13,J1772
EVSP WALGREENS,2595 E Bidwell St,Folsom,CA,95630,888-758-4389,E,,Public,ChargePoint Network,38.6584751,-121.1292927,41788,,,,,J1772
UOP CHARGE,N Mocks Landing Rd,Portland,OR,97203,888-758-4389,E,,Public,ChargePoint Network,45.5730667,-122.7267755,64106,,,,,J1772
The Skirvin Hilton,1 Park Ave,Oklahoma City,OK,73102,405-272-3040  877-798-3752,E,,Public,Tesla,35.469145,-97.513801,72202,P,,,10/1/15,TESLA J1772
CHAPMAN BMW,7455 W Orchid Ln,Chandler,AZ,85226,888-758-4389,E,,Public,ChargePoint Network,33.322956,-111.9710071,61295,,,,,J1772
Priority Nissan,16301 Priority Way,Chester,VA,23831,804-414-1700,E,,Private,,37.304917,-77.392372,47552,P,,,1/31/12,J1772
PADT,"7755 S. Research Drive, Suite 110",Tempe,AZ,85284,888-998-2546,E,,Public,Blink Network,33.348007,-111.896959,61105,,,,,CHADEMO J1772
"Walgreens - Shoreline, WA #3788",14510 Aurora Ave N,Shoreline,WA,98133,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,47.7348902,-122.3445775,43401,,,,,J1772
City Hall Annex - Town of Normal,100 E Phoenix Ave,Normal,IL,61761,309-454-2444,E,,Public,,40.5076378,-88.9830706,38855,LG,,,4/15/11,J1772
Van Nuys Amtrak/Metrolink Station,7724 Van Nuys Blvd,Van Nuys,CA,91405,800-371-5465,E,,Public,,34.2097895,-118.4486101,7245,P,,,6/30/98,J1772
Baltimore Public Works Museum,751 Eastern Ave,Baltimore,MD,21202,410-685-1109,E,,Public,,39.284807,-76.603413,74845,P,,,4/1/16,J1772
The Smoke House,850 West Main Street,Monteagle,TN,37356,888-998-2546,E,,Public,Blink Network,35.235873,-85.853173,45095,,,,,J1772
Peter's Nissan of Nashua,280 Amherst St,Nashua,NH,3063,603-889-1166,E,,Private,,42.7795278,-71.4989151,44306,P,,,11/30/11,J1772
University of Wisconsin Milwaukee - EMS Garage,3200 N Cramer St,Milwaukee,WI,53211,414-229-4000,E,,Public,,43.0756433,-87.8864356,61338,P,,,5/1/14,J1772 CHADEMO
Benson Appliance Center,501 N Mckenzie St,Foley,AL,36535,251-943-5096,E,,Public,Tesla,30.41093,-87.6838656,46687,P,,,9/26/11,J1772 TESLA
1900 L Street,1900 L Street NW,Washington,DC,20036,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,38.903492,-77.043903,53553,,,,,J1772
San Diego State University - Parking Structure 8,5500 Campanile,San Diego,CA,92182,888-998-2546,E,,Public,Blink Network,32.778123,-117.07405,44976,,,,,J1772
Mapco - South Nashville,1909 8th Avenue South,Nashville,TN,37203,877-455-3833,E,,Public - Card key at all times,eVgo Network,36.13489914,-86.77941132,69550,,,,,CHADEMO
The Inn at Onancock - Tesla,30 North St,Onancock,VA,23417,757-789-7711  877-798-3752,E,,Public,Tesla,37.7138577,-75.7473399,71330,P,,,10/1/15,TESLA
Siemens Ultra,685 E Middlefield Rd,Mountain View,CA,94043,,E,,Private,,37.39120483,-122.0531,49985,P,,,10/15/12,J1772
SAN JOSE,70 S 4th St,San Jose,CA,95112,888-758-4389,E,,Public,ChargePoint Network,37.338746,-121.887791,44982,,,,,J1772
The Westmoor Club - Tesla,10 Westmoor Ln,Nantucket,MA,2554,508-228-9494  877-798-3752,E,,Public - Call ahead,Tesla,41.289237,-70.117227,72148,P,,,12/1/15,TESLA
Mooresville Ford,151 E Plaza Dr,Mooresville,NC,28115,704-664-1300,E,,Public,,35.5902,-80.834245,53885,P,,,4/1/13,J1772
Santa Clara City Library L2,2635 Homestead Drive,Santa Clara,CA,95051,888-998-2546,E,,Public,Blink Network,37.341008,-121.973337,54362,,,,,J1772
BMW OF LINCOLN,6701-6755 Telluride Dr,Lincoln,NE,68521,888-758-4389,E,,Public,ChargePoint Network,40.8791008,-96.6839436,62354,,,,,J1772
Borough of Phoenixville - Borough Hall,351 Bridge St,Phoenixville,PA,19460,610-933-8801,E,,Public,,40.133093,-75.520977,63608,LG,,,10/3/14,J1772
METRO NASHVILLE,224 Madison St,Madison,TN,37115,888-758-4389,E,,Public,ChargePoint Network,36.2586327,-86.7150726,49062,,,,,NEMA520 J1772
Cherry Hill Nissan,2325 Route 38,Cherry Hill,NJ,8002,856-667-8300,E,,Private,,39.9395529,-75.011499,45669,P,,,1/31/12,J1772
MAPLE LAWN 6,8135 Maple Lawn Blvd,Fulton,MD,20759,888-758-4389,E,,Public,ChargePoint Network,39.1510469,-76.9031729,55670,,,,,J1772
San Joaquin Valley Air Pollution Control District - Modesto Regional Office,4800 Enterprise Way,Modesto,CA,95356,209-557-6400,E,,Public,,37.70759,-121.071435,70017,LG,,,7/1/15,J1772
Green Valley Executive Center,5030 Business Center Drive,Fairfield,CA,94534,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,38.2179687,-122.1431441,74991,,,,,J1772
Salem Nissan,343 Main St,Salem,NH,3079,603-894-4300,E,,Public - Call ahead,,42.7929608,-71.1958154,44309,P,,,11/30/11,J1772 CHADEMO
BEAM CHARGING,441 9th Ave,New York,NY,10001,888-758-4389,E,,Public,ChargePoint Network,40.7538773,-73.9961603,53444,,,,,J1772
University of South Carolina - Sumter Street Garage,501 Sumter St,Columbia,SC,29201,803-777-0169,E,,Public,,33.9976632,-81.030137,48638,LG,,,5/30/12,J1772
A123 Powder & Coating,38100 Ecorse Rd,Romulus,MI,48174,,E,,Private,,42.258055,-83.413653,46770,P,,,8/7/11,J1772
City of Gallatin,132 W. Main Street,Gallatin,TN,37066,888-998-2546,E,,Public,Blink Network,36.387955,-86.4481262,48773,,,,,J1772
Bob Richards Nissan,5590 Jefferson Davis Hwy,Beech Island,SC,29842,803-489-1111,E,,Public - Call ahead,,33.487018,-81.932039,47068,P,,,1/31/12,J1772
Arundel Mills Mall,7000 Arundel Mills Circle,Hanover,MD,21076,877-455-3833,E,,Public - Card key at all times,eVgo Network,39.1542244,-76.7243042,73950,,,,,J1772COMBO
Benton County - Public Works,360 SW Avery Ave,Corvallis,OR,97330,888-998-2546,E,,Public,Blink Network,44.551681,-123.268858,46431,,,,,J1772
MILLER PARKING,414 Renaissance Dr W,Detroit,MI,48207,888-758-4389,E,,Public,ChargePoint Network,42.3282903,-83.0405914,65497,,,,,J1772
LPC - 800 K Street,800 K Street NW,Washington,DC,20001,888-998-2546,E,,Private,Blink Network,38.9020131,-77.0227351,61686,,,,,J1772
NRG eVgo - Cracker Barrel Freedom Station,1421 N Interstate 35 E,DeSoto,TX,75115,877-455-3833,E,,Public - Card key at all times,eVgo Network,32.6177,-96.8242,47103,P,,,4/30/12,J1772 CHADEMO
SWARISC #1,Cherri St,Winters,TX,79567,888-758-4389,E,,Public,ChargePoint Network,31.9675155,-99.9013549,68785,,,,,J1772
ELECTRI-FLEX 1,35 Chancellor Dr,Roselle,IL,60172,888-758-4389,E,,Public,ChargePoint Network,41.9843634,-88.0959771,61153,,,,,J1772
TOWSON BMW,700 Kenilworth Dr,Towson,MD,21204,888-758-4389,E,,Public,ChargePoint Network,39.4103019,-76.6166114,61603,,,,,J1772
OUC,818 Main Ln,Orlando,FL,32801,888-758-4389,E,,Public,ChargePoint Network,28.531693,-81.378003,63564,,,,,J1772
The Fairmont San Francisco - Tesla,950 Mason St,San Francisco,CA,94108,415-772-5000  877-798-3752,E,,Public,Tesla,37.7924959,-122.4100354,70404,P,,,6/1/15,TESLA
Manulife Building,1100 New York Ave NW,Washington,DC,20004,202-289-6820,E,,Public,,38.900786,-77.027657,43835,P,,,12/14/11,NEMA515 J1772
Ulster County - Trudy Resnick Farber Building,50 Center St,Ellenville,NY,12428,845-338-7455,E,,Public,,41.7177297,-74.3969772,67672,LG,,,6/15/15,J1772
Castle Medical Center,640 Ulukahiki St,Kailua,HI,96734,808-263-5500 ,E,,Public,,21.38108,-157.75765,66926,P,,,1/1/15,J1772
Electric Drive Transportation Association - MarcPark Garage,1250 Eye St NW,Washington,DC,20005,202-289-2034,E,,Public,,38.901314,-77.028982,67098,P,,,4/1/12,J1772
Youngberg Hill - Tesla,10660 SW Youngberg Hill Rd,McMinnville,OR,97128,503-472-2727  877-798-3752,E,,Public,Tesla,45.18893,-123.289611,67272,P,,,3/1/15,TESLA
NISSAN-MAGIC,10500 Evergreen Way,Everett,WA,98204,888-758-4389,E,,Public,ChargePoint Network,47.9026428,-122.2460869,75094,,,,,CHADEMO
KCP&L,12500 W 119th St @ Stoll Park,Overland Park,KS,66210,888-758-4389,E,,Public,ChargePoint Network,38.916525,-94.730676,67680,,,,,J1772
St Johns Town Center,4663 River City Dr,Jacksonville,FL,32246,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,30.2595099,-81.5250505,47363,,,,,J1772
CONSUMERSENERGY,1220 S Kalamazoo Ave,Marshall,MI,49068,888-758-4389,E,,Public,ChargePoint Network,42.2558517,-84.9648972,46767,,,,,J1772
EVSP WALGREENS,7878 Crescent Ave,Buena Park,CA,90620,888-758-4389,E,,Public,ChargePoint Network,33.838714,-117.9956352,44410,,,,,J1772
PART Park & Ride,820 S Main St,Graham,NC,27253,336-662-0002,E,,Public,,36.056512,-79.399614,47002,LG,,,2/1/12,J1772
AAA - Wayne,849 West Lancaster Avenue,Wayne,PA,19087,888-998-2546,E,,Public,Blink Network,40.04815,-75.413057,51544,,,,,J1772
Mandarin Oriental - Tesla,3376 Peachtree Rd NE,Atlanta,GA,30326,404-995-7500  877-798-3752,E,,Public,Tesla,33.8497217,-84.3667748,72070,P,,,11/1/15,TESLA
Connecticut Department of Motor Vehicles,60 State St,Wethersfield,CT,6109,860-263-5312,E,,Public,,41.7186625,-72.655754,73864,SG,,,12/3/15,J1772
Redwood Garage,11 S Eutaw St,Baltimore,MD,21201,410-752-4550,E,,Public,,39.288383,-76.620364,69736,P,,,10/1/15,J1772
DC SOLAR,Lot G1,Los Angeles,CA,91325,888-758-4389,E,,Public,ChargePoint Network,34.2360126,-118.5235818,75103,,,,,J1772
Liberty Place Garage,1650 Market Street,Philadelphia,PA,19103,888-998-2546,E,,Public,Blink Network,39.952619,-75.168046,52118,,,,,J1772
ECO,75 Brainerd St.,Allston,MA,2134,888-758-4389,E,,Public,ChargePoint Network,42.3479088,-71.1344029,65495,,,,,J1772
"Medical, Academic, and Scientific Community Organization",375 Longwood Ave,Boston,MA,2215,617-632-2860,E,,Public,,42.3398658,-71.1083679,75016,P,,,11/1/13,J1772
Livermore Premium Outlets,2900 Paragon Outlet Drive,Livermore,CA,94551,877-455-3833,E,,Public - Card key at all times,eVgo Network,37.69950104,-121.8467026,69391,,,,,CHADEMO J1772COMBO
7-11 Flushing,58-12 Francis Lewis Blvd,Flushing,NY,11364,877-455-3833,E,,Public - Card key at all times,eVgo Network,40.74503708,-73.77706146,69460,,,,,J1772COMBO
City of Boulder - Chautauqua Ranger Cottage,900 Baseline Rd,Boulder,CO,80302,303-442-3282,E,,Public,,39.9977881,-105.2813709,53936,LG,,,6/1/13,NEMA520 J1772
San Joaquin Valley Air Pollution Control District - Bakersfield Regional Office,34946 Flyover Ct,Bakersfield,CA,93308,661-392-5500,E,,Public,,35.454891,-119.078333,69970,LG,,,9/1/14,J1772
TISHMAN SPEYER,11985 W Bluff Creek Dr,Los Angeles,CA,90094,888-758-4389,E,,Public,ChargePoint Network,33.9838761,-118.4010327,72477,,,,,J1772
BMW MANHATTAN,555 W 57th St,New York,NY,10019,888-758-4389,E,,Public,ChargePoint Network,40.7704109,-73.9906549,72472,,,,,J1772COMBO
BMW OF VISALIA,111 Neeley Rd,Visalia,CA,93291,888-758-4389,E,,Public,ChargePoint Network,36.3296093,-119.395957,64473,,,,,J1772
SOUTH SHORE BMW,1 Technology Pl,Rockland,MA,2370,888-758-4389,E,,Public,ChargePoint Network,42.1667003,-70.8999797,64302,,,,,J1772
CITY OF EUREKA,4 C Street,Eureka,CA,95501,888-758-4389,E,,Public,ChargePoint Network,40.8054962,-124.1701202,40952,,,,,NEMA520 J1772
Kum & Go #4110,2110 Guthrie Ave,Des Moines,IA,50317,515-265-2535,E,,Public,,41.6156398,-93.5784358,35840,P,,,5/15/10,J1772
Whole Foods - Kingsbury,1550 N Kingsbury St.,Chicago,IL,60642,877-455-3833,E,,Public - Card key at all times,eVgo Network,41.90864182,-87.65325165,69437,,,,,CHADEMO
Florida Solar Energy Center,1679 Clearlake Rd,Cocoa,FL,32922,321-638-1004  855-900-7584,E,,Public,Greenlots,28.3864517,-80.7551738,21604,SG,,,6/15/02,J1772 CHADEMO J1772COMBO
"Walgreens - Waldorf, MD #9032",25 High Street,Waldorf,MD,20602,800-663-5633,E,,Public - Card key at all times,SemaCharge Network,38.602321,-76.904329,42991,,,,,J1772
IVGID,1210 Ski Way,Incline Village,NV,89451,888-758-4389,E,,Public,ChargePoint Network,39.2536965,-119.923881,60750,,,,,J1772
Providence Medical Group - Medford Neurology,920 Royal Ave.,Medford,OR,97504,888-998-2546,E,,Public,Blink Network,42.340327,-122.86456,52925,,,,,J1772
ARMSTRONG VW,20000 McLoughlin Blvd,Gladstone,OR,97027,888-758-4389,E,,Public,ChargePoint Network,45.3763171,-122.6009988,64115,,,,,J1772
OUC,6327 International Dr,Orlando,FL,32819,888-758-4389,E,,Public,ChargePoint Network,28.460535,-81.469277,40982,,,,,NEMA520 J1772
